0,0 VDA Information Security Assessment (DE),3,<b>Herzlich Willkommen</b>,,,,,,4.1.0
,,,<b>im Information Security Assessment (ISA) des Verbandes der Automobilindustrie (VDA).</b>,,,,,,
,,,,,,,,,
,,,"Der VDA ISA dient als Basis für
- ein Self-Assessment zur Bestimmung des Zustandes der Informationssicherheit in der Organisation (z. B. Unternehmen)
- Audits durch interne Fachabteilungen (z. B. Revision, Informationssicherheit)
- die Prüfung nach TISAX (Trusted Information Security Assessment Exchange, http://enx.com/tisax/)",,,,,,
,,,,,,,,,
,,,Autor:,,,,,,
,,,Arbeitskreis Informationsschutz des,,,,,,
,,,Verband der Automobilindustrie e. V. (VDA),,,,,,
,,,,,,,,,
,,,Lizenz:,,,,,,
,,,http://creativecommons.org/licenses/by-nd/3.0/de/,,,,,,
,,,,,,,,,
,,,"VDA und das VDA Logo sind eingetragene Markenzeichen des Verband der Automobilindustrie e. V. (VDA), die zur Nutzung in verinice lizenziert sind. Alle Rechte vorbehalten.",,,,,,
,,,,,,,,,
,,,Version 4.1.0,,,,,,
,,,,,,,,,
1,1 General Aspects,,,,,,,,4.0.0
1.1,1.1 Freigabe eines Informationssicherheitsmanagementsystems (ISMS),3,(Referenz zu ISO 27001: 4 und 5.1),1,1,,2,3,4.1.0
,,,,,,,,,
,,,<h1>Inwieweit ist ein Information Security Management System durch die Organisationsleitung freigegeben und sein Umfang dokumentiert?</h1>,,,,,,
,,,,,,,,,
,,,<b>Ziel:</b>,,,,,,
,,,"Durch den Aufbau, Betrieb und die Weiterentwicklung eines Information Security Management Systems (ISMS) sowie der Benennung von Verantwortlichkeiten erfolgt eine systematische Steuerung und Kontrolle der Informationssicherheit innerhalb des festgelegten Anwendungsbereiches. Das ISMS definiert Prozesse und Verfahren, damit die Informationssicherheitsziele hinsichtlich einer angemessenen Vertraulichkeit, Verfügbarkeit und Integrität der Unternehmenswerte auf Basis der Sicherheitspolitik erreicht werden.",,,,,,
,,,,,,,,,
,,,<b>Anforderungen:</b>,,,,,,
,,,<u>Hierzu muss gehören:</u>,,,,,,
,,,"+ Die Anforderungen der Organisation an ein ISMS sind ermittelt.
+ Ein durch die Organisationsleitung freigegebenes ISMS ist etabliert.
+ Der Geltungsbereich (Scope) des ISMS ist festgelegt (z. B. gesamte Organisation, Teilbereiche).
+ Eine Anwendbarkeitserklärung (Statement of Applicability, SoA) ist vorhanden (z. B. ausgefüllter VDA ISA Katalog).",,,,,,
,,,,,,,,,
,,,<u>Hierzu sollte gehören:</u>,,,,,,
,,,Keine.,,,,,,
,,,,,,,,,
,,,<u>Hierzu kann gehören:</u>,,,,,,
,,,+ Zertifizierung nach ISO27001:2013 (inklusive Scope Statement und SoA).,,,,,,
,,,,,,,,,
,,,<u>Zusätzlich bei hohem Schutzbedarf:</u>,,,,,,
,,,Keine.,,,,,,
,,,,,,,,,
,,,<u>Zusätzlich bei sehr hohem Schutzbedarf:</u>,,,,,,
,,,Keine.,,,,,,
,,,,,,,,,
