0,0 Information Security Assessment,,"Das ISA dient als Basis für
- ein Self-Assessment zur Bestimmung des Zustandes der Informationssicherheit in der Organisation (z. B. Unternehmen)
- Audits durch interne Fachabteilungen (z. B. Revision, Informationssicherheit)
- die Prüfung nach TISAX (Trusted Information Security Assessment Exchange, http://enx.com/tisax/)",,,,,,
,,,,,,,,,
,,,"Das ISA besteht aus mehreren Tabellenblättern, deren Inhalt und Funktion nachfolgend erklärt wird. Die eigentlichen Anforderungen finden sich dabei in den Tabellen Informationssicherheit, Datenschutz und Prototypenschutz.
Mit Version 5 hat der ISA einen neuen Aufbau bekommen, bei der die Anforderungen nicht mehr in Zeilen, sondern in Spalten aufgeführt sind. Zusätzlich wurde eine neue Nummerierung eingeführt und eine Zusammenführung der Themen durchgeführt. Über eine gesonderte Spalte ist die ISA 4 Nummerierung erhalten geblieben und erleichtert so das Auffinden von Kontrollfragen nach dem alten Schema oder ein umsortieren.",,,,,,
,,,,,,,,,
,,,<b> Reifegrade: </b>,,,,,,
,,,"Das ISA sieht vor, dass die Umsetzung mittels eines 5-stufigen Reifegrad-Modells bewertet wird, die in diesem Tabellenblatt definiert werden. Die Reifegrade gehen dabei über unvollständig, durchgeführt, gesteuert, etabliert bis hin zu vorhersagbar.
Der Zielreifegrad für alle Kontrollfragen liegt mit dieser Version des ISA durchgängig bei 3 (gesteuert).",,,,,,
,,,,,,,,,
,,,<b> Definitionen: </b>,,,,,,
,,,"In den Definitionen werden die Schlüsselbegriffe für die zu erfüllenden Anforderungen beschrieben. Anforderungen können dabei in die Kategorien MUSS, SOLLTE, zusätzlich bei HOHEM Schutzbedarf und zusätzlich bei SEHR HOHEM Schutzbedarf fallen. Diese Unterteilung ist nötig, da Informationen mit hohem und sehr hohem Schutzbedarf besondere Schutzmaßnahmen erfordern.
Zusätzlich werden in diesen Tabellenblatt zentrale Begriffe und Abkürzungen aufgeführt und erläutert.",,,,,,
,,,,,,,,,
,,,<b> Deckblatt: </b>,,,,,,
,,,"Das Deckblatt enthält Felder für Angaben zur anwendenden Organisation, dem Prüfbereich, dem Prüfer und dem Ansprechpartner der geprüften Organisation.",,,,,,
,,,,,,,,,
,,,<b> Informationssicherheit: </b>,,,,,,
,,,"Das Tabellenblatt „Informationssicherheit“ enthält alle Basis-Controls basierend auf der Norm ISO/IEC27001. Die Controls selbst sind als Frage formuliert. Das Ziel des jeweiligen Controls und die Anforderungen zur Erreichung des Ziels sind in den entsprechend benannten Spalten hinterlegt.
Jedes Control muss hierbei immer anhand des Grades der Erreichung des Ziels bewertet werden. Die Bewertung der Reifegrade (Beschreibung im Tabellenblatt „Reifegrade“) jedes Controls wird in dem Feld (Spalte E) festgehalten und automatisch in das Tabellenblatt „Ergebnisse“ übertragen.
Weiterer Spalten geben mit Beispielen Hilfestellung zu einer möglichen Umsetzung.",,,,,,
,,,,,,,,,
,,,<b> Prototypenschutz: </b>,,,,,,
,,,"Der Prototypenschutz umfasst als schutzbedürftig klassifizierte Fahrzeuge, Komponenten und Bauteile welche noch nicht seitens des OEMs der Öffentlichkeit vorgestellt und/oder in geeigneter Form veröffentlicht wurden.
Der Auftrag gebende Fachbereich des OEMs ist für die Klassifizierung der Schutzbedürftigkeit von Fahrzeugen, Komponenten und Bauteilen verantwortlich. Die Mindestanforderungen zum Prototypenschutz sind für die Schutzklassen hoch und sehr hoch nach ISA anzuwenden. ",,,,,,
,,,,,,,,,
,,,<b> Datenschutz: </b>,,,,,,
,,,"Dieses Tabellenblatt ist zusätzlich bei einer Auftragsverarbeitung im Sinne des Art. 28 der Europäischen Datenschutz-Grundverordnung zu bearbeiten und enthält Controls, die nur mit Ja/Nein zu beantworten sind.",,,,,,
,,,,,,,,,
,,,<b> Ergebnisse (ISA5): </b>,,,,,,
